StartDate,ExitDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
08-Apr-23,03-Jan-25,Production Technician I,WBL,Active,Full-Time,Zone A,Temporary,Involuntary,Per record feeling bed tax education.,Production       ,Project Management - Eng,22-08-1962,MA,Laborer,Male,37390,White,Divorced,Fully Meets,4
28-Sep-18,30-Dec-26,Production Technician II,PL,Active,Contract,Zone B,Full-Time,Voluntary,Glass minute shake food determine deep.,Production       ,Underground,05-04-1943,MA,Laborer,Male,79222,Asian,Divorced,Fully Meets,1
08-Sep-22,17-May-25,Production Technician I,WBL,Leave of Absence,Part-Time,Zone B,Temporary,Involuntary,To prevent method stand decision.,Production       ,Finance & Accounting,26-08-1997,MA,Laborer,Female,25103,White,Divorced,Fully Meets,3
25-Apr-22,25-May-26,Production Technician I,CCDR,Active,Full-Time,Zone B,Part-Time,Involuntary,Hour range a country focus.,Production       ,Wireline Construction,27-03-1959,MA,Labor,Female,37862,Asian,Widowed,Fully Meets,3
17-Sep-18,29-Oct-20,Sr. DBA,PYZ,Terminated for Cause,Contract,Zone B,Temporary,Resignation,Begin mind time similar night travel.,IT/IS,Aerial,17-03-1951,MA,Laborer,Female,8489,Asian,Married,Needs Improvement,3
06-Nov-22,24-Feb-21,Production Technician II,PL,Future Start,Full-Time,Zone A,Temporary,Voluntary,Off part culture choose strong public.,Production       ,Engineers,01-07-1953,MA,Helper,Male,32470,Other,Single,Exceeds,1
12-Dec-22,18-Sep-21,Production Technician I,MSC,Active,Full-Time,Zone B,Temporary,Retirement,Try statement audience too material film.,Production       ,Safety,02-04-1948,MA,Driver,Male,82050,White,Married,Fully Meets,3
06-Sep-19,24-Dec-28,Software Engineer,MSC,Active,Full-Time,Zone B,Full-Time,Involuntary,Candidate fact event level several onto store.,IT/IS,General - Con,12-11-1999,MA,Contracts,Male,73447,Hispanic,Widowed,Fully Meets,3
14-May-23,27-Jul-22,Software Engineer,BPC,Leave of Absence,Contract,Zone C,Full-Time,Resignation,Practice school PM her help open tough.,Executive Office,Field Operations,12-02-1999,MA,Supervisor,Female,43475,Black,Widowed,Fully Meets,3
16-Dec-22,24-Sep-26,Production Technician I,BPC,Active,Contract,Zone B,Part-Time,Retirement,Process firm life from final medical.,Production       ,Underground,04-11-1942,MA,Supervisor,Male,58397,Other,Divorced,Fully Meets,3
03-Nov-20,27-Feb-21,Production Technician II,SVG,Voluntarily Terminated,Part-Time,Zone B,Temporary,Voluntary,Somebody great could yet.,Production       ,Yard (Material Handling),01-04-1957,MA,Drafter,Female,61525,Other,Divorced,Fully Meets,2
16-Aug-18,03-Jan-26,Production Technician II,SVG,Leave of Absence,Full-Time,Zone C,Temporary,Resignation,Week degree party available measure.,Production       ,Aerial,04-08-1990,MA,Project Controls,Female,20955,White,Divorced,Fully Meets,4
07-Jul-21,09-Jul-27,Production Technician I,CCDR,Active,Contract,Zone B,Temporary,Involuntary,Fire necessary sing first traditional.,Production       ,Isp,26-05-1942,MA,Construction Manager,Male,32631,Asian,Divorced,Fully Meets,4
03-Mar-21,28-Aug-23,Production Technician I,PL,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Voluntary,Scientist heart others employee church century.,Production       ,Safety,17-12-1995,MA,Business Development,Female,53618,Black,Married,Fully Meets,1
21-Jul-21,15-Nov-28,Production Technician I,BPC,Terminated for Cause,Contract,Zone A,Full-Time,Involuntary,Fire necessary sing first traditional.,Production       ,Sales & Marketing,23-12-1987,MA,Model Assistant,Male,84555,Black,Married,Fully Meets,3
25-Feb-22,28-Dec-20,Production Technician I,SVG,Active,Contract,Zone C,Temporary,Involuntary,Partner decide help quite whether market.,Production       ,Wireline Construction,10-12-1953,MA,Laborer,Female,43176,Hispanic,Single,Fully Meets,2
25-May-19,29-Oct-25,Production Technician I,TNS,Active,Contract,Zone A,Full-Time,Retirement,Industry majority population final. Bit go deal.,Production       ,Engineers,29-03-1983,MA,Administration,Female,10077,Asian,Widowed,PIP,3
23-Apr-19,12-Mar-19,Principal Data Architect,EW,Active,Part-Time,Zone C,Temporary,Involuntary,Value class especially.,Software Engineering,Finance & Accounting,10-10-1969,MA,Electrician,Male,19477,Asian,Married,Fully Meets,3
15-Apr-20,31-May-22,Production Technician I,BPC,Future Start,Full-Time,Zone B,Temporary,Retirement,More best if page.,Production       ,People Services,09-02-1990,MA,Administrative,Male,43440,Other,Widowed,Fully Meets,3
23-Nov-19,02-Nov-23,Enterprise Architect,TNS,Active,Part-Time,Zone B,Full-Time,Resignation,Teach yard style bed relate seat.,IT/IS,Field Operations,14-08-1992,MA,Laborer,Male,26045,Asian,Divorced,Fully Meets,3
09-Mar-19,27-Oct-27,Production Technician I,PL,Active,Full-Time,Zone A,Full-Time,Retirement,Determine building society soldier.,Production       ,General - Con,26-08-1946,MA,Controller,Male,74026,White,Widowed,Fully Meets,4
02-Mar-19,06-Nov-23,Production Technician I,MSC,Active,Full-Time,Zone A,Full-Time,Voluntary,Strategy word southern.,Production       ,Field Operations,30-08-1980,MA,Laborer,Female,10090,Asian,Divorced,Fully Meets,4
02-Feb-23,03-Feb-21,Production Technician II,MSC,Leave of Absence,Part-Time,Zone A,Temporary,Involuntary,Once type here really.,Production       ,Yard (Material Handling),03-01-1963,MA,Support,Female,44722,Asian,Single,PIP,5
21-Apr-22,02-Nov-19,Production Technician I,CCDR,Future Start,Contract,Zone A,Part-Time,Voluntary,Little imagine career he produce program.,Production       ,Engineers,02-09-1954,MA,Helper,Male,55155,Other,Divorced,Fully Meets,3
23-Feb-19,21-Jan-29,IT Manager - Infra,MSC,Active,Contract,Zone C,Temporary,Retirement,Radio fight consumer senior traditional himself.,Admin Offices,Aerial,27-03-1986,MA,Cfo,Male,78955,Asian,Single,Fully Meets,5
14-Feb-19,16-Mar-25,IT Support,MSC,Active,Full-Time,Zone B,Full-Time,Involuntary,Candidate fact event level several onto store.,IT/IS,General - Con,15-03-1992,MA,Groundman,Male,66382,Hispanic,Widowed,Fully Meets,3
16-Nov-22,26-May-28,Principal Data Architect,TNS,Active,Full-Time,Zone A,Temporary,Involuntary,Word once speech mind.,Software Engineering,Billable Consultants,02-11-1986,MA,Supervisor,Male,9837,White,Single,Needs Improvement,1
20-Feb-19,14-Jun-28,Production Technician I,SVG,Active,Contract,Zone A,Full-Time,Retirement,Control store point.,Production       ,General - Eng,08-06-1953,MA,Executive,Male,44580,Black,Married,PIP,1
14-Jan-22,08-Dec-22,Production Technician II,NEL,Active,Full-Time,Zone C,Full-Time,Resignation,Plant enjoy these drive themselves never hit PM.,Production       ,Finance & Accounting,06-11-1953,MA,Helper,Female,16025,White,Widowed,Fully Meets,3
01-Apr-23,05-Sep-21,IT Manager - DB,PYZ,Active,Part-Time,Zone C,Part-Time,Retirement,Southern alone father state.,IT/IS,Shop (Fleet),05-10-1981,MA,Estimator,Male,96981,White,Married,Fully Meets,1
01-Nov-21,24-Aug-28,Production Technician I,BPC,Active,Contract,Zone B,Part-Time,Resignation,Amount particular answer show.,Production       ,Field Operations,24-04-1976,MA,Supervisor,Female,67680,Other,Widowed,Fully Meets,4
24-Jun-23,11-Aug-28,Production Technician I,PL,Future Start,Contract,Zone B,Part-Time,Resignation,Sense activity son. One radio Mr method shoulder.,Production       ,General - Sga,15-10-1989,MA,Foreman,Female,23567,White,Divorced,Fully Meets,3
19-Feb-23,24-May-19,Senior BI Developer,PYZ,Terminated for Cause,Full-Time,Zone C,Part-Time,Resignation,Until reason late off training situation.,Production       ,Fielders,02-06-1981,MA,Splicer,Male,85846,Other,Widowed,Fully Meets,2
01-Sep-18,10-Apr-19,Production Technician II,PYZ,Voluntarily Terminated,Full-Time,Zone B,Temporary,Resignation,Maintain behavior project parent particular game.,Production       ,Field Operations,04-06-1987,MA,Laborer,Female,48842,White,Widowed,PIP,5
20-May-21,19-Apr-25,BI Developer,WBL,Active,Contract,Zone B,Full-Time,Voluntary,Medical message face development moment because.,IT/IS,Safety,06-03-1997,MA,Manager,Male,96013,White,Married,Fully Meets,2
29-Jun-21,20-Apr-24,Production Technician I,WBL,Active,Contract,Zone B,Temporary,Retirement,Finally build do analysis beyond heavy.,Production       ,Field Operations,29-10-1946,MA,Runner,Male,26528,White,Widowed,Fully Meets,2
13-Jan-19,03-Jul-19,Production Technician I,BPC,Active,Part-Time,Zone C,Full-Time,Involuntary,Large relate work treatment Mrs.,Production       ,Fielders,01-05-1986,MA,Project Manager,Female,88081,Other,Single,PIP,4
01-Apr-21,11-Apr-19,Data Analyst,PL,Active,Contract,Zone C,Part-Time,Resignation,Soon walk early star.,Production       ,Wireline Construction,02-02-1967,MA,Splicer,Female,6246,Hispanic,Widowed,Fully Meets,1
25-May-22,12-Dec-19,Area Sales Manager,EW,Active,Full-Time,Zone A,Temporary,Involuntary,Summer personal bag.,Sales,Splicing,18-10-1985,CO,Accounting,Male,79990,Other,Single,Fully Meets,3
30-Nov-22,25-Feb-19,Production Technician I,MSC,Terminated for Cause,Full-Time,Zone C,Temporary,Retirement,Then foot not.,Production       ,Field Operations,30-06-1993,MA,Coordinator,Female,77537,Other,Married,Fully Meets,5
09-Jul-21,22-Jul-24,Production Technician I,WBL,Terminated for Cause,Part-Time,Zone B,Temporary,Retirement,Type three hear court street sport key.,Production       ,Finance & Accounting,28-12-1996,MA,Laborer,Female,36654,White,Divorced,Fully Meets,3
16-Aug-19,18-May-28,Production Technician II,TNS,Active,Contract,Zone C,Full-Time,Involuntary,Partner decide help quite whether market.,Production       ,Shop (Fleet),29-12-1979,MA,Splicer,Female,81612,White,Divorced,Fully Meets,1
25-May-20,12-Aug-28,Production Technician II,BPC,Active,Part-Time,Zone A,Temporary,Resignation,Size manager receive decide attention play plant.,Production       ,Wireless,28-11-2000,MA,Construction Manager,Male,63085,White,Single,Fully Meets,4
22-Oct-18,24-Jan-23,Production Technician I,BPC,Terminated for Cause,Full-Time,Zone A,Temporary,Resignation,Manager lead both sing.,Production       ,Safety,06-12-1949,MA,Laborer,Male,21942,Other,Divorced,Fully Meets,5
17-Mar-22,11-Dec-26,Director of Operations,TNS,Terminated for Cause,Full-Time,Zone A,Full-Time,Resignation,North next animal laugh threat no.,IT/IS,Field Operations,11-03-1958,MA,Technician,Male,97702,Black,Married,Fully Meets,3
06-Nov-18,09-Dec-28,Production Technician II,NEL,Terminated for Cause,Full-Time,Zone A,Temporary,Retirement,Teach yard style bed relate seat.,Production       ,People Services,15-06-1947,MA,Top Hand,Female,43889,Black,Divorced,Fully Meets,3
22-Nov-20,18-Nov-27,Production Technician I,NEL,Active,Contract,Zone A,Full-Time,Involuntary,Least if civil partner court number song.,Production       ,Engineers,17-03-1950,MA,Tower Hand,Female,11172,Asian,Married,PIP,4
13-Mar-20,21-Sep-25,Production Technician I,NEL,Active,Contract,Zone A,Temporary,Retirement,Participant candidate wonder growth agree.,Production       ,General - Eng,11-05-1989,MA,Planner,Male,15762,Black,Divorced,Fully Meets,3
06-Jun-19,22-Feb-29,Shared Services Manager,SVG,Active,Full-Time,Zone C,Part-Time,Involuntary,Glass effort however relate partner lay what.,Sales,General - Con,08-05-1999,TX,Laborer,Female,34327,Hispanic,Widowed,Fully Meets,5
11-Jul-23,31-Jan-20,Software Engineer,TNS,Future Start,Contract,Zone C,Full-Time,Resignation,Her office place.,Executive Office,Field Operations,09-05-1999,MA,Supervisor,Female,42800,Black,Widowed,Fully Meets,3
22-Apr-19,08-Oct-21,Production Technician I,EW,Terminated for Cause,Contract,Zone A,Part-Time,Voluntary,Perform question beyond article.,Production       ,General - Con,19-09-1946,MA,Support,Female,2795,Other,Divorced,Fully Meets,3
08-Jan-22,16-Mar-27,Senior BI Developer,SVG,Terminated for Cause,Contract,Zone A,Full-Time,Voluntary,Record your institution south stop play.,Production       ,Fielders,16-10-1970,MA,Engineer,Female,15000,White,Widowed,Fully Meets,2
25-Feb-20,14-Mar-24,Production Technician I,NEL,Active,Contract,Zone A,Temporary,Involuntary,Industry majority population final. Bit go deal.,Production       ,Sales & Marketing,01-10-1998,MA,Support,Male,4404,Black,Divorced,Fully Meets,3
23-Apr-22,19-May-22,Area Sales Manager,MSC,Active,Full-Time,Zone B,Full-Time,Retirement,Say operation national race.,Sales,Field Operations,28-01-1993,NC,Executive Assistant,Male,68617,Asian,Married,Fully Meets,2
08-Jan-21,01-Mar-24,Area Sales Manager,TNS,Active,Contract,Zone C,Full-Time,Voluntary,Station another son positive.,Sales,Sales & Marketing,21-12-1969,KY,Groundman,Male,62244,Other,Divorced,PIP,1
29-May-22,07-Oct-26,Area Sales Manager,PYZ,Active,Full-Time,Zone C,Part-Time,Involuntary,North rise until plan join.,Sales,Billable Consultants,18-06-1967,NY,Apprentice,Male,58725,Asian,Married,Fully Meets,2
25-Jul-23,05-Oct-25,Area Sales Manager,PYZ,Active,Part-Time,Zone A,Temporary,Voluntary,Night office challenge several many.,Sales,Underground,21-06-1945,MA,Engineer,Male,79757,Asian,Divorced,PIP,5
28-Aug-21,15-Feb-21,Production Technician II,TNS,Active,Part-Time,Zone A,Full-Time,Resignation,Part officer father last trouble field.,Production       ,Isp,28-11-1945,MA,Intern,Female,68317,Black,Widowed,Fully Meets,3
11-Aug-20,03-Sep-25,Production Technician I,WBL,Voluntarily Terminated,Part-Time,Zone C,Part-Time,Retirement,Type three hear court street sport key.,Production       ,Field Operations,01-09-1951,MA,Laborer,Female,94244,Black,Widowed,Needs Improvement,5
20-Sep-22,25-Mar-25,Shared Services Manager,TNS,Leave of Absence,Part-Time,Zone C,Temporary,Resignation,Professor now audience lay box.,IT/IS,Field Operations,26-07-1967,AZ,Laborer,Female,62315,Hispanic,Single,Exceeds,1
27-Oct-22,18-Nov-21,Production Technician I,BPC,Voluntarily Terminated,Part-Time,Zone A,Temporary,Involuntary,Community probably bad day food place which loss.,Production       ,Wireline Construction,01-09-1942,MA,Attendant,Male,11626,Hispanic,Widowed,Fully Meets,2
25-Mar-22,13-Aug-20,Sales Manager,CCDR,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Retirement,Reality line toward follow well able.,Executive Office,Field Operations,15-07-1974,MA,Technician,Male,62545,White,Divorced,Fully Meets,3
31-Jul-19,15-Aug-28,IT Support,PL,Terminated for Cause,Contract,Zone A,Part-Time,Involuntary,Black civil room chance. This mind find adult.,Admin Offices,Field Operations,22-04-1972,MA,Laborer,Male,29638,Black,Married,Fully Meets,3
29-Oct-19,05-Jul-20,Database Administrator,MSC,Active,Contract,Zone B,Temporary,Voluntary,Effort situation use necessary.,Software Engineering,Isp,02-02-1958,MA,Administration,Female,47668,White,Married,Fully Meets,3
04-Dec-19,27-Aug-20,Production Technician I,SVG,Active,Part-Time,Zone B,Part-Time,Voluntary,Decide statement future ball.,Production       ,General - Con,03-07-1970,MA,Executive Assistant,Female,5418,Hispanic,Married,Fully Meets,4
05-Jun-23,30-May-23,Production Technician II,NEL,Leave of Absence,Full-Time,Zone A,Temporary,Involuntary,Need either go.,Production       ,Field Operations,17-03-1997,MA,Vp,Female,12215,White,Divorced,Fully Meets,3
21-Jan-20,01-Nov-22,Sales Manager,EW,Active,Full-Time,Zone C,Part-Time,Unk,Rather which writer family.,Admin Offices,General - Con,09-01-1987,MA,Administrator,Male,77376,Black,Divorced,Fully Meets,3
21-Sep-18,26-Jun-21,Area Sales Manager,CCDR,Active,Contract,Zone A,Full-Time,Resignation,Shake war over young like anything order.,Sales,Wireless,05-11-1951,CT,Vp,Female,42551,White,Divorced,Fully Meets,3
04-Feb-22,09-Apr-24,Production Technician I,SVG,Future Start,Contract,Zone C,Part-Time,Retirement,Figure third where boy.,Production       ,Sales & Marketing,21-12-1946,MA,Contracts,Female,15538,White,Single,Fully Meets,1
26-Feb-19,07-Sep-27,Sales Manager,TNS,Active,Contract,Zone C,Part-Time,Involuntary,Information race relate rich poor already make.,Software Engineering,Field Operations,25-01-1960,MA,Controller,Male,22470,Hispanic,Married,Fully Meets,3
18-Mar-23,13-Feb-23,Sales Manager,TNS,Active,Part-Time,Zone C,Part-Time,Involuntary,Stand cut knowledge staff course than class.,Software Engineering,Project Management - Con,23-11-1991,MA,Tester,Male,67024,Other,Divorced,Exceeds,3
19-Jul-23,13-Apr-23,Production Technician I,CCDR,Active,Contract,Zone A,Full-Time,Involuntary,This focus strategy behind among this.,Production       ,Field Operations,15-04-1944,MA,Laborer,Female,3781,Other,Married,Fully Meets,2
10-Dec-21,11-Nov-25,Sr. Network Engineer,CCDR,Voluntarily Terminated,Contract,Zone A,Part-Time,Involuntary,Exactly vote including easy.,Admin Offices,Field Operations,15-07-1971,MA,Laborer,Male,23344,Black,Married,Fully Meets,3
07-Sep-20,01-Apr-23,Production Technician I,WBL,Active,Full-Time,Zone A,Part-Time,Involuntary,Community probably bad day food place which loss.,Production       ,Field Operations,12-07-1966,MA,Laborer,Male,46581,Other,Married,Fully Meets,5
20-Sep-19,01-Jun-28,Production Technician I,SVG,Active,Contract,Zone A,Full-Time,Involuntary,Maintain behavior project parent particular game.,Production       ,General - Eng,13-08-1953,MA,Associate,Male,24769,Black,Married,PIP,2
07-Dec-20,23-Jan-24,IT Manager - Support,MSC,Active,Part-Time,Zone A,Part-Time,Retirement,Necessary account office.,Production       ,Project Management - Con,19-09-1963,MA,Driver,Female,9600,Asian,Divorced,Fully Meets,3
19-Jan-21,30-Nov-23,Production Technician II,BPC,Active,Part-Time,Zone B,Temporary,Involuntary,Decide statement future ball.,Production       ,General - Con,29-04-1968,MA,Clerk,Male,17893,Other,Single,Fully Meets,2
25-May-23,10-Feb-26,Area Sales Manager,MSC,Active,Full-Time,Zone C,Full-Time,Involuntary,Movie before ability. Seem watch deal center.,Sales,Engineers,10-10-1978,AZ,Vp,Male,16512,Black,Widowed,Fully Meets,1
24-Aug-21,14-Apr-28,Production Technician II,PL,Active,Contract,Zone C,Full-Time,Voluntary,Build very significant imagine cell doctor.,Production       ,Finance & Accounting,11-10-1961,MA,Project Controls,Female,1322,Asian,Widowed,Fully Meets,5
28-Jan-23,12-Dec-22,BI Director,BPC,Active,Full-Time,Zone B,Temporary,Resignation,He four soldier employee central term.,Sales,Wireless,01-03-1992,MA,Manager,Female,13084,Other,Single,Fully Meets,5
17-Oct-18,23-Dec-20,Production Technician I,EW,Terminated for Cause,Full-Time,Zone A,Full-Time,Retirement,Six agreement take. Newspaper back land health.,Production       ,Project Management - Con,03-05-2000,MA,Services,Female,56366,Asian,Single,Fully Meets,5
22-Aug-22,09-Jan-26,Production Technician I,EW,Future Start,Contract,Zone A,Part-Time,Involuntary,Some others lot miss land similar.,Production       ,Shop (Fleet),05-02-1948,MA,Mechanic,Male,26080,Other,Divorced,Fully Meets,2
07-Aug-19,29-May-23,Area Sales Manager,TNS,Active,Part-Time,Zone A,Part-Time,Involuntary,Lot as card response consumer.,Sales,Field Operations,14-09-1976,WA,Business Development,Male,25897,Asian,Widowed,Fully Meets,2
26-Feb-21,17-Jan-19,Sr. Network Engineer,PL,Active,Full-Time,Zone A,Full-Time,Voluntary,Interest again main describe end charge.,Production       ,Engineers,26-01-1994,MA,Planner,Female,13889,White,Widowed,Fully Meets,1
22-Apr-21,30-Oct-25,IT Manager - Support,CCDR,Active,Contract,Zone A,Temporary,Retirement,Take nice into true side job.,IT/IS,Safety,16-10-1980,MA,Intern,Male,88294,Asian,Single,Fully Meets,4
18-Mar-23,26-Nov-27,Production Technician I,PYZ,Active,Part-Time,Zone A,Temporary,Voluntary,Describe current question quite coach.,Production       ,Aerial,02-03-1991,MA,Driller,Male,75177,Hispanic,Married,Fully Meets,2
14-Aug-21,08-Feb-28,Production Technician I,CCDR,Active,Contract,Zone B,Temporary,Resignation,Year ever end drive.,Production       ,Field Operations,09-10-1946,MA,Foreman,Male,24334,White,Widowed,Fully Meets,2
03-Mar-19,18-Oct-26,Database Administrator,NEL,Active,Part-Time,Zone C,Temporary,Retirement,If data from box movement bad service.,Executive Office,Catv,10-03-1983,MA,Business Development,Female,1087,Other,Single,Fully Meets,3
07-Aug-22,02-Jul-28,Production Technician I,EW,Terminated for Cause,Contract,Zone A,Part-Time,Voluntary,More next spring around television million media.,Production       ,Sales & Marketing,31-03-1948,MA,Support,Male,34860,Other,Divorced,Fully Meets,2
20-Apr-21,19-Apr-25,Production Technician II,EW,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Resignation,Cultural responsibility whose wear.,Production       ,Field Operations,14-03-1972,MA,Technician,Female,61627,Black,Divorced,Fully Meets,3
04-Sep-21,13-Feb-28,Senior BI Developer,MSC,Active,Part-Time,Zone A,Part-Time,Resignation,Administration field require.,Software Engineering,Field Operations,13-09-1998,MA,Lineman,Male,8767,Asian,Single,Fully Meets,3
02-Feb-22,03-Oct-25,Data Analyst ,TNS,Active,Part-Time,Zone A,Temporary,Resignation,Outside sing song relationship action teach.,IT/IS,Underground,01-11-1997,MA,Laborer,Female,83192,Hispanic,Widowed,Exceeds,5
09-Apr-19,12-Jan-25,Production Technician I,BPC,Terminated for Cause,Part-Time,Zone C,Full-Time,Resignation,Keep many else little argue full the.,Production       ,Field Operations,17-07-1985,MA,Controller,Female,59226,Other,Divorced,Fully Meets,2
11-Jan-22,12-Aug-19,Production Technician II,NEL,Active,Full-Time,Zone C,Full-Time,Involuntary,Key real fill never sing feeling.,Production       ,Sales & Marketing,10-11-1953,MA,Administration,Female,13603,White,Widowed,Fully Meets,3
15-Feb-23,26-Oct-29,Production Technician II,MSC,Future Start,Full-Time,Zone C,Part-Time,Resignation,Professional military easy so.,Production       ,Project Management - Eng,23-06-1942,MA,Splicer,Female,49020,Hispanic,Married,PIP,5
23-Sep-18,13-Apr-27,Area Sales Manager,PYZ,Active,Full-Time,Zone B,Temporary,Resignation,Less boy reflect quickly health respond million.,Sales,Shop (Fleet),13-07-1970,MA,Lineman,Male,20110,Asian,Married,Fully Meets,4
25-May-23,06-Nov-26,Production Technician II,CCDR,Terminated for Cause,Part-Time,Zone A,Temporary,Retirement,Certainly those above eye ball.,Production       ,Shop (Fleet),10-03-1987,MA,Tower Hand,Male,73063,Other,Divorced,Fully Meets,1
09-Jul-22,16-Dec-25,Production Technician II,MSC,Active,Contract,Zone A,Part-Time,Resignation,Medical message face development moment because.,Production       ,Field Operations,01-04-1945,MA,Laborer,Female,13248,Black,Married,Fully Meets,4
28-Oct-18,31-Jan-25,Area Sales Manager,PL,Active,Contract,Zone C,Full-Time,Voluntary,Health section option interview.,Sales,Aerial,08-11-1980,MA,Groundman,Male,66656,Other,Divorced,Fully Meets,4
19-Aug-19,17-Dec-19,Production Technician II,TNS,Active,Part-Time,Zone A,Full-Time,Involuntary,Risk test morning lawyer.,Production       ,Finance & Accounting,24-04-1950,MA,Administrative,Male,37813,White,Widowed,Fully Meets,3
10-Jan-19,29-Jun-22,Production Technician I,EW,Active,Full-Time,Zone A,Full-Time,Voluntary,Attention summer we. Suffer impact imagine we.,Production       ,Field Operations,07-12-1978,MA,Laborer,Female,22458,Asian,Divorced,Fully Meets,2
10-Sep-19,23-Jun-28,Software Engineer,CCDR,Active,Part-Time,Zone A,Part-Time,Voluntary,Simply game everyone despite line.,IT/IS,Isp,24-08-1950,MA,Groundman,Male,17060,Asian,Single,Fully Meets,3
16-Jul-19,16-Feb-21,Sales Manager,CCDR,Active,Part-Time,Zone B,Full-Time,Voluntary,Practice school PM her help open tough.,Software Engineering,Executive,17-06-1978,MA,Splicer,Female,16356,Black,Single,Fully Meets,3
05-Mar-20,18-Jun-19,Production Technician I,WBL,Active,Full-Time,Zone A,Temporary,Involuntary,Stuff different color how.,Production       ,Project Management - Con,23-02-1966,MA,Laborer,Male,31237,White,Divorced,Fully Meets,1
31-Dec-18,15-Feb-22,Production Technician II,EW,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Voluntary,Popular west moment natural step activity.,Production       ,Field Operations,10-06-1985,MA,Administrative,Male,28974,Other,Widowed,Fully Meets,3
13-Jun-21,12-Jan-26,IT Manager - Infra,PL,Active,Part-Time,Zone C,Temporary,Involuntary,Fill outside then discuss table.,Production       ,Project Management - Con,27-01-1967,MA,Executive,Female,39166,Asian,Divorced,Fully Meets,4
07-Apr-19,06-Feb-19,Production Technician I,CCDR,Leave of Absence,Part-Time,Zone A,Part-Time,Voluntary,Shake war over young like anything order.,Production       ,Field Operations,30-07-1971,MA,Laborer,Male,53250,White,Married,Exceeds,3
18-Jul-19,06-Jul-21,Production Technician I,EW,Active,Full-Time,Zone C,Part-Time,Voluntary,Take most future.,Production       ,Field Operations,09-08-1984,MA,Top Hand,Female,8444,Asian,Married,Exceeds,2
15-Oct-22,14-Jul-22,Production Technician I,PYZ,Active,Part-Time,Zone A,Temporary,Resignation,Space long most area product drug tree.,Production       ,Shop (Fleet),10-10-1971,MA,Laborer,Female,17185,White,Widowed,Fully Meets,3
01-Sep-19,20-May-22,Software Engineer,NEL,Future Start,Part-Time,Zone A,Part-Time,Resignation,Choose system picture one party decision.,IT/IS,General - Sga,02-07-1973,MA,Top Hand,Male,10767,Black,Single,Fully Meets,3
15-Apr-21,01-Nov-22,Senior BI Developer,PYZ,Active,Contract,Zone C,Temporary,Voluntary,In read day your stay she.,Admin Offices,General - Eng,22-10-1998,MA,Field Project Manager,Female,25392,Asian,Divorced,Fully Meets,3
30-May-20,22-Jan-19,Production Technician I,CCDR,Leave of Absence,Contract,Zone C,Part-Time,Voluntary,Question kitchen gun find four wall heavy.,Production       ,Wireless,03-04-1971,MA,Drafter,Male,16841,Asian,Widowed,Fully Meets,2
23-Nov-19,26-May-20,Production Technician I,SVG,Active,Contract,Zone A,Part-Time,Involuntary,Unit computer what age career.,Production       ,Field Operations,26-06-1955,MA,Operator,Male,9989,Other,Married,Fully Meets,3
12-Feb-22,01-Feb-20,Production Technician II,PL,Leave of Absence,Full-Time,Zone A,Full-Time,Involuntary,Her office place.,Production       ,General - Con,03-02-1970,MA,Administrator,Male,89630,Other,Divorced,Fully Meets,3
05-Dec-22,19-Jul-21,Production Technician II,MSC,Terminated for Cause,Part-Time,Zone B,Temporary,Involuntary,Save interest factor training.,Production       ,Field Operations,22-06-1996,MA,Technician,Male,23718,Black,Widowed,PIP,5
04-Jan-21,04-May-21,Production Technician I,PYZ,Future Start,Contract,Zone A,Temporary,Involuntary,Risk test morning lawyer.,Production       ,Field Operations,12-02-1956,MA,Project Controls,Male,27804,Black,Married,Fully Meets,5
29-Apr-22,29-May-23,Production Technician II,PL,Future Start,Full-Time,Zone B,Full-Time,Retirement,Visit you let sort amount visit.,Production       ,Field Operations,02-10-1946,MA,Administration,Male,56589,Hispanic,Single,Fully Meets,2
17-Jan-19,27-Nov-22,Administrative Assistant,WBL,Active,Part-Time,Zone B,Temporary,Retirement,Fact order police ability another pretty add.,Software Engineering,Project Management - Eng,16-04-1942,MA,Assistant,Male,48831,Black,Single,Fully Meets,3
11-Apr-23,22-Apr-19,Production Technician I,TNS,Active,Full-Time,Zone A,Full-Time,Resignation,Food fire property exist southern audience.,Production       ,Engineers,02-01-1979,MA,Engineer,Male,87074,Asian,Married,Fully Meets,3
29-Dec-18,01-Oct-23,Production Technician I,PL,Active,Full-Time,Zone B,Temporary,Involuntary,Certainly those above eye ball.,Production       ,Engineers,06-08-1978,MA,Accounting,Female,65740,Other,Divorced,Fully Meets,2
16-Nov-20,05-Nov-27,Production Technician I,NEL,Active,Contract,Zone B,Temporary,Retirement,Summer personal bag.,Production       ,Engineers,01-11-1986,MA,Operator,Female,96171,Hispanic,Divorced,Exceeds,1
